Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Sales,Profit,Discount,Profit_Margin
ORD_00015,2023-12-11,CUST_9727,Consumer,North,Chicago,Sports,Running Shoes,Online,8,192.03,1536.22,229.72,0.0,0.15
ORD_00016,2025-06-04,CUST_4295,Home Office,West,Los Angeles,Books,Children Book,Store,7,39.85,278.98,82.29,0.0,0.295
ORD_00017,2025-03-04,CUST_2049,Corporate,West,Los Angeles,Clothing,Jeans,Online,10,66.54,524.13,144.94,0.212,0.277
ORD_00018,2023-11-21,CUST_2160,Home Office,South,Miami,Electronics,Tablet,Online,5,751.73,2703.78,444.15,0.281,0.164
ORD_00019,2025-04-28,CUST_7669,Consumer,Central,Kansas City,Clothing,Jacket,Online,2,74.42,148.85,30.71,0.0,0.206
ORD_00020,2023-11-16,CUST_6559,Consumer,North,New York,Sports,Bicycle,Online,4,78.53,314.13,73.69,0.0,0.235
ORD_00021,2024-07-03,CUST_2604,Consumer,West,Los Angeles,Electronics,Headphones,Phone,9,877.02,7893.19,3083.86,0.0,0.391
ORD_00022,2024-05-21,CUST_4502,Corporate,South,Atlanta,Sports,Tennis Racket,Online,3,106.85,245.14,96.98,0.235,0.396
ORD_00023,2024-12-30,CUST_8973,Consumer,East,Washington DC,Beauty,Nail Polish,Online,5,24.8,123.98,14.57,0.0,0.118
ORD_00024,2023-11-23,CUST_8811,Home Office,East,Philadelphia,Electronics,Camera,Phone,3,292.66,877.98,221.56,0.0,0.252
ORD_00025,2023-12-01,CUST_7615,Consumer,Central,Denver,Beauty,Foundation,Phone,4,41.05,131.82,14.75,0.197,0.112
ORD_00026,2025-04-22,CUST_6147,Consumer,Central,Kansas City,Home & Garden,Table,Store,7,139.26,974.84,286.26,0.0,0.294
ORD_00027,2023-12-05,CUST_2638,Consumer,North,Boston,Books,Textbook,Phone,4,25.18,100.71,14.07,0.0,0.14
ORD_00028,2023-12-01,CUST_8179,Home Office,South,Atlanta,Home & Garden,Table,Phone,5,283.5,1417.52,561.58,0.0,0.396
ORD_00029,2023-09-30,CUST_3200,Corporate,Central,Kansas City,Beauty,Lipstick,Online,2,48.41,90.7,13.3,0.063,0.147
ORD_00030,2024-09-07,CUST_9280,Corporate,South,Houston,Beauty,Shampoo,Store,1,19.15,19.13,4.34,0.001,0.227
ORD_00031,2024-02-02,CUST_8007,Home Office,East,Philadelphia,Beauty,Perfume,Online,2,18.39,36.77,13.42,0.0,0.365
ORD_00032,2025-04-02,CUST_3426,Corporate,North,Boston,Books,Textbook,Online,1,19.25,19.25,7.12,0.0,0.37
ORD_00033,2023-11-01,CUST_2684,Corporate,East,Philadelphia,Beauty,Foundation,Phone,7,58.82,411.76,133.76,0.0,0.325
ORD_00034,2024-05-21,CUST_3938,Home Office,South,Miami,Sports,Running Shoes,Store,7,170.34,1192.35,428.31,0.0,0.359
ORD_00035,2024-06-21,CUST_1634,Corporate,South,Houston,Electronics,Headphones,Online,4,862.44,3449.76,821.36,0.0,0.238
ORD_00036,2024-05-12,CUST_7528,Corporate,South,Miami,Beauty,Foundation,Store,2,58.51,117.02,21.5,0.0,0.184
ORD_00037,2024-11-04,CUST_5279,Consumer,Central,Kansas City,Electronics,Laptop,Phone,5,278.69,1393.46,388.74,0.0,0.279
ORD_00038,2024-08-08,CUST_7311,Home Office,West,Seattle,Books,Fiction Novel,Online,5,11.33,56.66,13.08,0.0,0.231
ORD_00039,2025-03-26,CUST_6409,Home Office,South,Atlanta,Sports,Running Shoes,Store,2,157.96,315.93,60.06,0.0,0.19
ORD_00040,2024-11-13,CUST_3085,Consumer,East,Washington DC,Beauty,Shampoo,Store,7,45.48,318.36,118.06,0.0,0.371
ORD_00041,2024-07-26,CUST_5700,Consumer,West,Seattle,Electronics,Tablet,Store,10,705.0,7049.96,1386.55,0.0,0.197
ORD_00042,2025-08-13,CUST_3780,Home Office,South,Houston,Sports,Bicycle,Online,5,127.32,636.59,184.54,0.0,0.29
ORD_00043,2024-05-19,CUST_1400,Consumer,East,Philadelphia,Clothing,Jeans,Online,8,70.85,566.76,187.34,0.0,0.331
ORD_00044,2025-06-27,CUST_7291,Corporate,Central,Denver,Beauty,Nail Polish,Store,4,21.64,86.56,26.51,0.0,0.306
ORD_00045,2024-01-09,CUST_9486,Corporate,West,Los Angeles,Clothing,Hat,Online,9,43.69,393.21,139.39,0.0,0.355
ORD_00046,2025-01-09,CUST_8251,Home Office,Central,Minneapolis,Books,Biography,Phone,9,22.8,205.22,76.35,0.0,0.372
ORD_00047,2024-03-02,CUST_5543,Home Office,West,San Francisco,Home & Garden,Table,Store,4,182.38,670.05,82.58,0.082,0.123
ORD_00048,2024-08-14,CUST_4788,Corporate,Central,Denver,Clothing,Jeans,Phone,3,77.98,233.94,27.9,0.0,0.119
ORD_00049,2025-03-30,CUST_7883,Corporate,West,San Francisco,Electronics,Smartphone,Phone,1,892.55,892.55,294.25,0.0,0.33
ORD_00050,2023-09-28,CUST_9818,Home Office,East,Washington DC,Sports,Tennis Racket,Phone,9,169.98,1529.82,565.03,0.0,0.369
ORD_00051,2024-06-27,CUST_6507,Home Office,West,San Francisco,Electronics,Headphones,Phone,7,793.14,5551.95,1955.13,0.0,0.352
ORD_00052,2025-06-20,CUST_1444,Consumer,Central,Denver,Sports,Basketball,Phone,7,70.35,436.47,104.1,0.114,0.239
ORD_00053,2024-04-25,CUST_5558,Corporate,West,San Francisco,Home & Garden,Plant,Store,2,241.09,344.48,111.86,0.286,0.325
ORD_00054,2024-05-08,CUST_5051,Consumer,North,Chicago,Electronics,Laptop,Online,10,364.29,3642.87,502.23,0.0,0.138
ORD_00055,2025-04-21,CUST_7043,Consumer,South,Atlanta,Beauty,Shampoo,Phone,10,58.37,583.68,184.16,0.0,0.316
ORD_00056,2024-03-07,CUST_6111,Home Office,East,Philadelphia,Books,Fiction Novel,Phone,7,21.9,121.54,38.22,0.207,0.315
ORD_00057,2025-06-25,CUST_2983,Home Office,South,Miami,Beauty,Shampoo,Online,6,38.97,188.41,56.23,0.194,0.298
ORD_00058,2023-10-04,CUST_6934,Home Office,West,San Francisco,Electronics,Headphones,Store,3,576.62,1729.85,553.79,0.0,0.32
ORD_00059,2024-06-24,CUST_8136,Home Office,Central,Minneapolis,Sports,Tennis Racket,Phone,5,98.35,491.73,85.39,0.0,0.174
ORD_00060,2024-07-03,CUST_7209,Corporate,West,Los Angeles,Sports,Basketball,Online,8,177.64,1080.99,167.07,0.239,0.155
ORD_00061,2024-09-04,CUST_1166,Home Office,East,Baltimore,Beauty,Shampoo,Online,2,25.86,51.72,11.48,0.0,0.222
ORD_00062,2024-05-25,CUST_8342,Consumer,West,Seattle,Beauty,Perfume,Online,5,24.97,124.86,38.4,0.0,0.308
ORD_00063,2025-05-09,CUST_6632,Corporate,East,Washington DC,Books,Textbook,Phone,9,19.92,165.79,51.54,0.075,0.311
ORD_00064,2024-01-23,CUST_9779,Home Office,South,Atlanta,Electronics,TV,Online,4,412.29,1649.15,404.47,0.0,0.245
ORD_00065,2025-03-12,CUST_5853,Consumer,Central,Kansas City,Electronics,Smartphone,Store,3,476.7,1410.57,440.67,0.014,0.312
ORD_00066,2023-11-16,CUST_9042,Consumer,Central,Kansas City,Beauty,Foundation,Online,10,27.8,277.95,67.71,0.0,0.244
ORD_00067,2023-11-13,CUST_7565,Corporate,East,Washington DC,Electronics,Laptop,Online,10,722.08,6001.59,696.68,0.169,0.116
ORD_00068,2024-07-29,CUST_7818,Home Office,North,New York,Electronics,Camera,Phone,10,419.27,4192.65,1076.56,0.0,0.257
ORD_00069,2024-12-18,CUST_1986,Home Office,East,Baltimore,Sports,Dumbbells,Phone,2,192.14,308.14,50.02,0.198,0.162
ORD_00070,2024-02-29,CUST_3564,Consumer,South,Miami,Books,Fiction Novel,Store,8,30.68,224.23,54.03,0.086,0.241
ORD_00071,2024-07-07,CUST_5334,Home Office,West,Los Angeles,Beauty,Foundation,Phone,4,34.13,136.53,35.96,0.0,0.263
ORD_00072,2024-06-20,CUST_6039,Home Office,South,Miami,Electronics,Smartphone,Phone,10,940.89,9408.94,2180.49,0.0,0.232
ORD_00073,2024-07-29,CUST_9090,Corporate,West,San Francisco,Books,Textbook,Online,10,11.2,111.96,25.71,0.0,0.23
ORD_00074,2024-06-04,CUST_1339,Home Office,North,New York,Clothing,Hat,Store,10,28.02,280.17,91.58,0.0,0.327
ORD_00075,2025-07-20,CUST_8141,Home Office,West,San Francisco,Clothing,Shoes,Store,2,60.25,120.5,26.81,0.0,0.223
ORD_00076,2024-01-07,CUST_9117,Corporate,South,Atlanta,Sports,Bicycle,Phone,7,172.03,1204.24,319.16,0.0,0.265
ORD_00077,2024-08-09,CUST_9431,Consumer,East,Washington DC,Electronics,Headphones,Phone,9,596.48,5368.34,624.13,0.0,0.116
ORD_00078,2025-06-20,CUST_4335,Corporate,West,Seattle,Sports,Running Shoes,Phone,3,189.15,567.45,131.33,0.0,0.231
ORD_00079,2024-01-24,CUST_3594,Corporate,North,Chicago,Books,Cookbook,Phone,1,26.57,26.57,3.4,0.0,0.128
ORD_00080,2024-01-16,CUST_9165,Home Office,West,Los Angeles,Beauty,Foundation,Store,9,46.74,420.69,94.51,0.0,0.225
ORD_00081,2025-01-17,CUST_7284,Consumer,South,Atlanta,Books,Cookbook,Phone,9,32.39,223.93,31.56,0.232,0.141
ORD_00082,2024-11-19,CUST_5634,Home Office,East,Baltimore,Home & Garden,Sofa,Store,10,273.98,2739.77,816.4,0.0,0.298
ORD_00083,2024-12-22,CUST_9903,Corporate,Central,Kansas City,Home & Garden,Lamp,Store,6,360.88,1916.51,755.55,0.115,0.394
ORD_00084,2024-11-15,CUST_7246,Corporate,North,Boston,Beauty,Perfume,Phone,3,37.29,111.87,12.43,0.0,0.111
ORD_00085,2025-05-18,CUST_9617,Corporate,East,Philadelphia,Sports,Running Shoes,Online,3,111.5,287.38,85.19,0.141,0.296
ORD_00086,2024-06-19,CUST_2315,Corporate,East,Baltimore,Beauty,Perfume,Phone,9,32.1,288.9,56.34,0.0,0.195
ORD_00087,2025-02-02,CUST_4846,Home Office,Central,Denver,Books,Fiction Novel,Phone,5,39.92,199.61,64.68,0.0,0.324
ORD_00088,2023-12-31,CUST_5906,Consumer,North,Boston,Clothing,Hat,Online,6,84.71,508.26,95.56,0.0,0.188
ORD_00089,2024-02-18,CUST_3950,Consumer,South,Houston,Sports,Basketball,Online,2,141.42,282.85,60.75,0.0,0.215
ORD_00090,2025-02-12,CUST_5161,Corporate,Central,Denver,Clothing,Jacket,Store,1,92.42,77.26,18.51,0.164,0.24
ORD_00091,2023-12-06,CUST_7951,Home Office,West,San Francisco,Books,Biography,Store,8,35.36,282.87,45.19,0.0,0.16
ORD_00092,2025-01-28,CUST_6881,Home Office,North,New York,Sports,Basketball,Store,5,53.29,266.45,93.0,0.0,0.349
ORD_00093,2023-09-30,CUST_9138,Corporate,Central,Minneapolis,Beauty,Lipstick,Online,10,51.09,472.46,78.29,0.075,0.166
ORD_00094,2025-07-28,CUST_1645,Corporate,South,Houston,Electronics,TV,Store,1,684.68,624.06,199.52,0.089,0.32
ORD_00095,2024-11-20,CUST_6994,Home Office,South,Miami,Clothing,Shoes,Phone,5,87.29,436.43,77.29,0.0,0.177
ORD_00096,2025-01-27,CUST_8673,Consumer,East,Baltimore,Home & Garden,Sofa,Online,4,358.04,1432.17,454.38,0.0,0.317
ORD_00097,2025-04-14,CUST_5332,Home Office,East,Philadelphia,Sports,Running Shoes,Online,8,105.29,746.02,242.24,0.114,0.325
ORD_00098,2025-07-06,CUST_8724,Consumer,East,Philadelphia,Beauty,Foundation,Phone,9,29.76,267.84,75.81,0.0,0.283
ORD_00099,2025-07-03,CUST_7689,Consumer,West,Seattle,Home & Garden,Bedding,Online,1,383.88,383.88,73.44,0.0,0.191
ORD_00100,2023-12-30,CUST_8432,Corporate,South,Houston,Clothing,Jacket,Phone,9,56.43,444.69,143.49,0.124,0.323
ORD_00101,2024-01-01,CUST_1536,Home Office,West,Seattle,Sports,Dumbbells,Store,4,116.51,466.03,179.5,0.0,0.385
ORD_00102,2024-01-01,CUST_1992,Corporate,East,Baltimore,Beauty,Shampoo,Store,4,58.57,234.28,90.13,0.0,0.385
ORD_00103,2023-12-24,CUST_1349,Consumer,South,Houston,Beauty,Moisturizer,Store,4,59.5,178.74,60.07,0.249,0.336
ORD_00104,2025-04-11,CUST_6383,Consumer,South,Houston,Clothing,Jeans,Phone,1,45.8,45.8,18.1,0.0,0.395
ORD_00105,2025-03-28,CUST_1422,Consumer,East,Philadelphia,Electronics,TV,Online,6,842.49,5054.93,866.31,0.0,0.171
ORD_00106,2024-03-18,CUST_7897,Home Office,East,Philadelphia,Clothing,Hat,Online,2,60.72,121.44,40.49,0.0,0.333
ORD_00107,2024-01-11,CUST_1710,Home Office,West,Seattle,Clothing,Shoes,Phone,9,47.62,300.2,87.96,0.3,0.293
ORD_00108,2024-11-06,CUST_8267,Consumer,West,Seattle,Electronics,Headphones,Online,6,706.22,3432.57,410.89,0.19,0.12
ORD_00109,2025-04-05,CUST_5831,Corporate,East,Washington DC,Books,Textbook,Phone,10,22.91,184.07,62.2,0.196,0.338
ORD_00110,2025-04-08,CUST_7779,Corporate,South,Atlanta,Sports,Yoga Mat,Store,7,112.4,786.79,101.12,0.0,0.129
ORD_00111,2025-08-03,CUST_8770,Consumer,East,Washington DC,Clothing,Hat,Online,2,31.99,63.98,8.25,0.0,0.129
ORD_00112,2024-02-02,CUST_6400,Home Office,Central,Denver,Books,Textbook,Online,7,20.61,144.26,43.22,0.0,0.3
ORD_00113,2023-11-13,CUST_2697,Home Office,East,Baltimore,Home & Garden,Lamp,Phone,4,146.42,585.68,143.29,0.0,0.245
ORD_00114,2024-09-14,CUST_4705,Corporate,Central,Kansas City,Electronics,Tablet,Phone,10,710.18,5122.35,1499.87,0.279,0.293
ORD_00115,2025-09-01,CUST_6062,Corporate,East,Philadelphia,Clothing,Dress,Store,1,38.61,38.61,5.52,0.0,0.143
ORD_00116,2023-12-02,CUST_2503,Home Office,South,Houston,Beauty,Lipstick,Phone,4,31.93,115.77,27.33,0.093,0.236
ORD_00117,2024-08-19,CUST_3549,Consumer,Central,Minneapolis,Electronics,Laptop,Phone,1,755.48,755.48,137.22,0.0,0.182
ORD_00118,2025-01-31,CUST_4531,Home Office,Central,Kansas City,Sports,Dumbbells,Online,6,114.49,686.92,127.06,0.0,0.185
ORD_00119,2025-02-01,CUST_4612,Corporate,Central,Minneapolis,Home & Garden,Sofa,Phone,1,102.31,98.09,18.68,0.041,0.19
ORD_00120,2024-06-09,CUST_9149,Home Office,East,Washington DC,Electronics,Laptop,Store,3,346.89,866.23,225.03,0.168,0.26
ORD_00121,2025-08-06,CUST_1693,Corporate,East,Philadelphia,Sports,Bicycle,Online,8,188.17,1505.39,539.88,0.0,0.359
ORD_00122,2025-05-01,CUST_5743,Consumer,West,Seattle,Beauty,Perfume,Store,1,58.48,58.48,8.86,0.0,0.152
ORD_00123,2025-01-05,CUST_4986,Corporate,East,Philadelphia,Sports,Running Shoes,Phone,7,128.59,900.16,196.89,0.0,0.219
ORD_00124,2024-09-03,CUST_9363,Home Office,South,Atlanta,Clothing,T-Shirt,Online,9,63.25,569.22,211.62,0.0,0.372
ORD_00125,2025-07-13,CUST_5193,Consumer,South,Miami,Electronics,Smartphone,Online,10,364.65,2605.85,854.06,0.285,0.328
ORD_00126,2025-06-26,CUST_8354,Home Office,West,San Francisco,Books,Textbook,Phone,10,19.7,196.96,77.07,0.0,0.391
ORD_00127,2024-12-15,CUST_5961,Corporate,North,Boston,Sports,Bicycle,Phone,1,102.79,102.79,12.57,0.0,0.122
ORD_00128,2023-10-30,CUST_2479,Home Office,North,Boston,Home & Garden,Sofa,Phone,9,215.34,1938.1,531.23,0.0,0.274
ORD_00129,2023-11-03,CUST_6267,Home Office,West,Seattle,Beauty,Foundation,Store,9,21.79,143.2,16.98,0.27,0.119
ORD_00130,2024-09-07,CUST_1641,Consumer,North,Chicago,Beauty,Foundation,Phone,8,59.59,476.75,122.63,0.0,0.257
ORD_00131,2024-09-28,CUST_6543,Home Office,East,Washington DC,Sports,Tennis Racket,Phone,1,168.38,163.61,48.13,0.028,0.294
ORD_00132,2025-08-16,CUST_3463,Corporate,West,San Francisco,Home & Garden,Bedding,Online,10,299.08,2990.84,1121.64,0.0,0.375
ORD_00133,2025-07-24,CUST_2388,Corporate,West,Los Angeles,Books,Children Book,Phone,7,29.3,161.88,32.14,0.211,0.199
ORD_00134,2025-08-23,CUST_7937,Home Office,Central,Denver,Beauty,Nail Polish,Store,1,31.32,22.41,3.45,0.284,0.154
ORD_00135,2025-01-31,CUST_2264,Corporate,South,Miami,Clothing,Jeans,Online,9,82.82,745.34,261.27,0.0,0.351
ORD_00136,2023-10-30,CUST_7172,Consumer,East,Baltimore,Clothing,Shoes,Online,3,87.35,262.05,86.83,0.0,0.331
ORD_00137,2024-03-09,CUST_4891,Corporate,West,Los Angeles,Sports,Dumbbells,Phone,5,162.86,755.87,253.32,0.072,0.335
ORD_00138,2025-01-14,CUST_8218,Corporate,South,Atlanta,Beauty,Moisturizer,Store,7,37.63,247.63,55.87,0.06,0.226
ORD_00139,2025-06-02,CUST_8873,Corporate,South,Atlanta,Electronics,TV,Phone,2,783.55,1527.67,389.21,0.025,0.255
ORD_00140,2024-03-04,CUST_8167,Consumer,East,Washington DC,Books,Cookbook,Online,8,36.54,292.31,110.83,0.0,0.379
ORD_00141,2024-10-31,CUST_2337,Corporate,Central,Kansas City,Clothing,Jacket,Online,1,48.9,48.9,6.34,0.0,0.13
ORD_00142,2024-08-30,CUST_8740,Home Office,South,Miami,Electronics,Tablet,Online,8,586.45,4331.4,439.96,0.077,0.102
ORD_00143,2024-02-22,CUST_7934,Consumer,Central,Minneapolis,Books,Textbook,Store,4,19.03,76.14,8.7,0.0,0.114
ORD_00144,2025-06-20,CUST_9782,Consumer,West,Los Angeles,Electronics,Headphones,Phone,9,681.29,6128.69,1933.99,0.0,0.316
ORD_00145,2024-09-17,CUST_2402,Home Office,South,Houston,Sports,Yoga Mat,Store,2,193.01,386.02,101.61,0.0,0.263
ORD_00146,2025-02-22,CUST_1713,Home Office,Central,Denver,Sports,Tennis Racket,Store,6,88.05,528.29,55.4,0.0,0.105
ORD_00147,2024-09-09,CUST_2698,Home Office,South,Houston,Beauty,Nail Polish,Phone,6,21.0,126.02,25.92,0.0,0.206
ORD_00148,2025-07-11,CUST_8840,Home Office,South,Houston,Sports,Bicycle,Online,3,59.47,178.4,59.38,0.0,0.333
ORD_00149,2024-07-18,CUST_6170,Corporate,South,Miami,Clothing,T-Shirt,Phone,7,99.18,537.39,141.28,0.226,0.263
ORD_00150,2024-04-04,CUST_6438,Corporate,East,Washington DC,Electronics,TV,Online,6,577.71,3466.28,762.6,0.0,0.22
ORD_00151,2024-10-21,CUST_9151,Corporate,East,Philadelphia,Sports,Bicycle,Phone,5,170.17,697.08,221.76,0.181,0.318
ORD_00152,2024-03-24,CUST_2311,Corporate,Central,Kansas City,Home & Garden,Sofa,Phone,5,191.95,959.74,269.48,0.0,0.281
ORD_00153,2025-08-28,CUST_6776,Home Office,West,San Francisco,Sports,Running Shoes,Store,5,145.92,582.69,196.63,0.201,0.337
ORD_00154,2024-11-10,CUST_3621,Consumer,East,Baltimore,Beauty,Nail Polish,Online,10,45.51,422.92,97.88,0.071,0.231
ORD_00155,2025-07-13,CUST_1530,Home Office,East,Washington DC,Sports,Basketball,Online,8,192.32,1538.59,325.57,0.0,0.212
ORD_00156,2025-05-01,CUST_6150,Home Office,South,Houston,Home & Garden,Plant,Store,4,388.16,1311.46,141.34,0.155,0.108
ORD_00157,2025-04-19,CUST_8311,Consumer,North,Boston,Home & Garden,Bedding,Phone,5,308.19,1478.22,590.68,0.041,0.4
ORD_00158,2023-12-06,CUST_2438,Home Office,West,Los Angeles,Beauty,Perfume,Store,6,46.93,256.24,67.9,0.09,0.265
ORD_00159,2024-03-01,CUST_2988,Consumer,South,Atlanta,Books,Cookbook,Online,4,33.71,134.84,14.55,0.0,0.108
ORD_00160,2024-10-03,CUST_2412,Consumer,West,Seattle,Clothing,Shoes,Store,7,99.97,699.79,220.9,0.0,0.316
ORD_00161,2024-11-14,CUST_2215,Corporate,Central,Denver,Clothing,Dress,Store,9,50.84,457.55,166.27,0.0,0.363
ORD_00162,2025-07-08,CUST_9238,Consumer,Central,Denver,Clothing,Jacket,Online,9,36.48,328.29,49.04,0.0,0.149
ORD_00163,2025-09-17,CUST_2292,Corporate,South,Atlanta,Books,Biography,Online,9,18.23,164.1,47.18,0.0,0.288
ORD_00164,2023-12-26,CUST_3526,Consumer,Central,Minneapolis,Clothing,Shoes,Phone,10,79.05,790.47,222.55,0.0,0.282
ORD_00165,2025-04-21,CUST_5336,Home Office,North,New York,Electronics,Laptop,Online,10,562.44,5624.4,1640.62,0.0,0.292
ORD_00166,2025-06-25,CUST_8912,Consumer,Central,Kansas City,Beauty,Shampoo,Phone,7,28.38,172.49,21.02,0.132,0.122
ORD_00167,2025-01-29,CUST_3353,Corporate,West,Los Angeles,Home & Garden,Cookware,Phone,6,320.26,1921.56,688.37,0.0,0.358
ORD_00168,2024-02-02,CUST_6228,Consumer,East,Baltimore,Books,Fiction Novel,Store,2,18.02,32.91,5.74,0.087,0.174
ORD_00169,2024-10-19,CUST_6364,Home Office,Central,Kansas City,Clothing,Jeans,Phone,6,39.24,235.43,34.8,0.0,0.148
ORD_00170,2025-01-12,CUST_2475,Corporate,West,San Francisco,Sports,Running Shoes,Phone,8,195.0,1560.02,256.69,0.0,0.165
ORD_00171,2023-11-12,CUST_8710,Corporate,East,Washington DC,Books,Children Book,Phone,1,35.42,35.42,8.12,0.0,0.229
ORD_00172,2024-09-30,CUST_1838,Home Office,West,San Francisco,Electronics,Headphones,Phone,4,521.89,2087.57,389.5,0.0,0.187
ORD_00173,2024-12-26,CUST_2946,Consumer,Central,Kansas City,Books,Children Book,Online,7,21.2,148.37,58.76,0.0,0.396
ORD_00174,2024-09-30,CUST_7576,Home Office,South,Miami,Books,Textbook,Online,1,11.17,11.17,3.51,0.0,0.314
ORD_00175,2025-03-06,CUST_3290,Corporate,West,Los Angeles,Books,Textbook,Phone,6,14.88,89.25,35.45,0.0,0.397
ORD_00176,2024-07-24,CUST_9721,Corporate,Central,Kansas City,Books,Textbook,Phone,10,18.99,189.94,65.48,0.0,0.345
ORD_00177,2025-08-11,CUST_1436,Home Office,North,Boston,Books,Biography,Store,5,39.01,195.06,65.32,0.0,0.335
ORD_00178,2025-05-05,CUST_8871,Consumer,South,Houston,Electronics,Camera,Phone,10,830.95,8309.55,1778.72,0.0,0.214
ORD_00179,2024-05-27,CUST_4125,Consumer,North,Chicago,Beauty,Lipstick,Store,6,33.85,172.5,38.62,0.151,0.224
ORD_00180,2025-06-09,CUST_3262,Home Office,West,Seattle,Beauty,Lipstick,Online,9,29.63,266.65,79.64,0.0,0.299
ORD_00181,2024-08-08,CUST_9950,Corporate,South,Atlanta,Books,Biography,Phone,5,28.3,117.82,18.58,0.167,0.158
ORD_00182,2024-05-09,CUST_9011,Corporate,East,Washington DC,Beauty,Foundation,Store,6,40.22,241.33,91.79,0.0,0.38
ORD_00183,2024-07-12,CUST_7220,Corporate,North,Chicago,Beauty,Moisturizer,Store,3,28.07,84.21,15.69,0.0,0.186
ORD_00184,2024-09-10,CUST_8849,Consumer,West,Seattle,Home & Garden,Bedding,Online,9,181.34,1578.58,424.01,0.033,0.269
ORD_00185,2025-05-14,CUST_9700,Consumer,South,Miami,Electronics,TV,Phone,4,289.37,1157.47,259.26,0.0,0.224
ORD_00186,2024-01-02,CUST_7666,Home Office,South,Miami,Books,Cookbook,Store,8,29.52,215.91,70.55,0.086,0.327
ORD_00187,2023-11-21,CUST_9767,Home Office,North,Chicago,Books,Cookbook,Phone,1,37.4,37.4,5.7,0.0,0.153
ORD_00188,2024-03-20,CUST_5742,Consumer,North,Boston,Sports,Yoga Mat,Online,5,135.19,675.97,89.36,0.0,0.132
ORD_00189,2024-07-09,CUST_9092,Consumer,West,Seattle,Books,Textbook,Phone,8,18.19,145.48,49.85,0.0,0.343
ORD_00190,2025-01-03,CUST_6523,Corporate,East,Baltimore,Clothing,T-Shirt,Phone,4,38.16,152.65,54.47,0.0,0.357
ORD_00191,2024-12-02,CUST_2562,Consumer,Central,Kansas City,Electronics,Headphones,Online,8,492.7,3663.11,638.9,0.071,0.174
ORD_00192,2024-06-21,CUST_1187,Corporate,East,Washington DC,Books,Children Book,Phone,6,30.78,167.7,19.9,0.092,0.119
ORD_00193,2024-11-10,CUST_2923,Home Office,Central,Minneapolis,Home & Garden,Bedding,Store,6,284.39,1627.91,269.81,0.046,0.166
ORD_00194,2025-06-03,CUST_8714,Home Office,East,Washington DC,Beauty,Moisturizer,Phone,4,49.28,197.13,59.95,0.0,0.304
ORD_00195,2023-12-14,CUST_6927,Consumer,Central,Kansas City,Books,Children Book,Phone,2,11.85,23.71,6.27,0.0,0.264
ORD_00196,2025-04-30,CUST_9525,Corporate,Central,Denver,Clothing,Dress,Online,4,78.77,315.08,77.71,0.0,0.247
ORD_00197,2024-12-21,CUST_7806,Corporate,North,Boston,Clothing,Shoes,Phone,1,66.91,66.91,20.2,0.0,0.302
ORD_00198,2023-10-14,CUST_4570,Home Office,West,San Francisco,Electronics,TV,Online,1,567.77,567.77,176.08,0.0,0.31
ORD_00199,2023-11-22,CUST_7698,Consumer,North,Boston,Electronics,Tablet,Online,7,530.85,3715.92,1365.23,0.0,0.367
